upgradeId,level,cost,shortTerm,longTerm
output.cash,1,1,1300000000
output.cash,2,1.01,1299000000
output.cash,3,1.02,1299000000
output.cash,4,1.03,1298000000
output.cash,5,1.04,1298000000
output.cash,6,1.05,1297000000
output.cash,7,1.06,1297000000
output.cash,8,1.07,1296000000
output.cash,9,1.08,1296000000
output.cash,10,1.09,1295000000
output.cash,11,1.1,1295000000
output.cash,12,1.11,1294000000
output.cash,13,1.12,1294000000
output.cash,14,1.13,1293000000
output.cash,15,1.14,1293000000
output.cash,16,1.15,1292000000
output.cash,17,1.16,1292000000
output.cash,18,1.17,1291000000
output.cash,19,1.18,1291000000
output.cash,20,1.19,1290000000
output.cash,21,1.2,1290000000
output.cash,22,1.21,1289000000
output.cash,23,1.22,1289000000
output.cash,24,1.23,1288000000
output.cash,25,1.24,1288000000
output.cash,26,1.25,1287000000
output.cash,27,1.26,1287000000
output.cash,28,1.27,1286000000
output.cash,29,1.28,1286000000
output.cash,30,1.29,1285000000
output.cash,31,1.3,1285000000
output.cash,32,1.31,1284000000
output.cash,33,1.32,1284000000
output.cash,34,1.33,1283000000
output.cash,35,1.34,1283000000
output.cash,36,1.35,1282000000
output.cash,37,1.36,1282000000
output.cash,38,1.37,1281000000
output.cash,39,1.38,1281000000
output.cash,40,1.39,1280000000
output.cash,41,1.4,1280000000
output.cash,42,1.41,1279000000
output.cash,43,1.42,1279000000
output.cash,44,1.43,1278000000
output.cash,45,1.44,1278000000
output.cash,46,1.45,1277000000
output.cash,47,1.46,1277000000
output.cash,48,1.47,1276000000
output.cash,49,1.48,1276000000
output.cash,50,1.49,1275000000
output.cash,51,1.5,1275000000
output.cash,52,1.51,1274000000
output.cash,53,1.52,1274000000
output.cash,54,1.53,1273000000
output.cash,55,1.54,1273000000
output.cash,56,1.55,1272000000
output.cash,57,1.56,1272000000
output.cash,58,1.57,1271000000
output.cash,59,1.58,1271000000
output.cash,60,1.59,1270000000
output.cash,61,1.6,1270000000
output.cash,62,1.61,1269000000
output.cash,63,1.62,1269000000
output.cash,64,1.63,1268000000
output.cash,65,1.64,1268000000
output.cash,66,1.65,1267000000
output.cash,67,1.66,1267000000
output.cash,68,1.67,1266000000
output.cash,69,1.68,1266000000
output.cash,70,1.69,1265000000
output.cash,71,1.7,1265000000
